Region;Subregion;Country;Indicator;Source;Year;Calculation1;download;Info;Count;Nombre d'enregistrements;Ratio of persons held to prisions capacity (%);RemoveNULL;Total number of persons held;Total prison capacity
Americas;South America;Uruguay;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;9542;1;;0;9542;9095
Americas;Caribbean;Bahamas;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Americas;Caribbean;Barbados;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;954;1;;0;954;1274
Americas;Caribbean;Dominica;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;181;1;;0;181;181
Americas;Caribbean;Dominican Republic;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Americas;Caribbean;Grenada;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;502;1;;0;502;200
Americas;Caribbean;Jamaica;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;3854;1;;0;3854;4690
Americas;Caribbean;Puerto Rico;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;11364;1;;0;11364;14051
Americas;Caribbean;Saint Kitts and Nevis;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Americas;Caribbean;Saint Vincent and the Grenadines;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Americas;Caribbean;Trinidad and Tobago;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Americas;Central America;Belize;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Americas;Central America;El Salvador;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;32645;1;;0;32645;10642
Americas;Central America;Honduras;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;16158;1;;0;16158;8628
Americas;Central America;Mexico;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;221439;1;;0;221439;177754
Americas;Central America;Nicaragua;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Americas;Northern America;Bermuda;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Americas;South America;Bolivia (Plurinational State of);Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Americas;South America;Brazil;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;698618;1;;0;698618;371884
Americas;South America;Ecuador;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;28379;1;;0;28379;26517
Americas;South America;Uruguay;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Americas;Caribbean;Bahamas;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Americas;Caribbean;Barbados;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;913;1;;0;913;1274
Americas;Caribbean;Dominica;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;203;1;;0;203;204
Americas;Caribbean;Dominican Republic;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Americas;Caribbean;Grenada;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;457;1;;0;457;200
Americas;Caribbean;Jamaica;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;3799;1;;0;3799;4352
Americas;Caribbean;Puerto Rico;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Americas;Caribbean;Saint Kitts and Nevis;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Americas;Caribbean;Saint Vincent and the Grenadines;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Americas;Caribbean;Trinidad and Tobago;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Americas;Central America;Belize;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Americas;Central America;El Salvador;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Americas;Central America;Honduras;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Americas;Central America;Mexico;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;190175;1;;0;190175;179208
Americas;Central America;Nicaragua;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Americas;Northern America;Bermuda;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Americas;South America;Bolivia (Plurinational State of);Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Americas;South America;Brazil;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Americas;South America;Ecuador;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;34665;1;;0;34665;25580
Americas;South America;Uruguay;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Americas;Caribbean;Bahamas;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Americas;Caribbean;Barbados;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;885;1;;0;885;1274
Americas;Caribbean;Dominica;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;190;1;;0;190;191
Americas;Caribbean;Dominican Republic;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Americas;Caribbean;Grenada;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;442;1;;0;442;200
Americas;Caribbean;Jamaica;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Americas;Caribbean;Puerto Rico;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Americas;Caribbean;Saint Kitts and Nevis;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Americas;Caribbean;Saint Vincent and the Grenadines;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Americas;Caribbean;Trinidad and Tobago;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Americas;Central America;Belize;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Americas;Central America;El Salvador;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Americas;Central America;Honduras;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;19335;1;;0;19335;12364
Americas;Central America;Mexico;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;181999;1;;0;181999;145948
Americas;Central America;Nicaragua;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Americas;Northern America;Bermuda;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;200;1;;0;200;348
Americas;South America;Bolivia (Plurinational State of);Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Americas;South America;Brazil;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Americas;South America;Ecuador;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;37316;1;;0;37316;27771
Americas;South America;Uruguay;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;11078;1;;0;11078;9880
Americas;Caribbean;Bahamas;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;1778;1;;0;1778;1000
Americas;Caribbean;Barbados;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Americas;Caribbean;Dominica;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Americas;Caribbean;Dominican Republic;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Americas;Caribbean;Grenada;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Americas;Caribbean;Jamaica;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Americas;Caribbean;Puerto Rico;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;10374;1;;0;10374;14240
Americas;Caribbean;Saint Kitts and Nevis;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Americas;Caribbean;Saint Vincent and the Grenadines;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;469;1;;0;469;588
Americas;Caribbean;Trinidad and Tobago;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;3999;1;;0;3999;4886
Americas;Central America;Belize;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Americas;Central America;El Salvador;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;39642;1;;0;39642;18051
Americas;Central America;Honduras;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Americas;Central America;Mexico;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Americas;Central America;Nicaragua;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;20918;1;;0;20918;11781
Americas;Northern America;Bermuda;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Americas;South America;Bolivia (Plurinational State of);Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;18195;1;;0;18195;5000
Americas;South America;Brazil;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Americas;South America;Ecuador;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Americas;South America;Uruguay;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Asia;Central Asia;Turkmenistan;Total number of persons held;UN-CTS/WPB-ICPR;2005;;;;13462;1;;0;13462;12882
Asia;South-eastern Asia;Brunei Darussalam;Total number of persons held;UN-CTS/WPB-ICPR;2005;;;;;1;;0;;
Asia;South-eastern Asia;Indonesia;Total number of persons held;UN-CTS/WPB-ICPR;2005;;;;;1;;0;;
Asia;South-eastern Asia;Philippines;Total number of persons held;UN-CTS/WPB-ICPR;2005;;;;;1;;0;;17330
Asia;South-eastern Asia;Thailand;Total number of persons held;UN-CTS/WPB-ICPR;2005;;;;162293;1;;0;162293;205436
Asia;Southern Asia;India;Total number of persons held;UN-CTS/WPB-ICPR;2005;;;;358368;1;;0;358368;246497
Asia;Southern Asia;Sri Lanka;Total number of persons held;UN-CTS/WPB-ICPR;2005;;;;;1;;0;;
Asia;Western Asia;Bahrain;Total number of persons held;UN-CTS/WPB-ICPR;2005;;;;513;1;;0;513;886
Asia;Western Asia;Lebanon;Total number of persons held;UN-CTS/WPB-ICPR;2005;;;;6921;1;;0;6921;3935
Asia;Western Asia;State of Palestine;Total number of persons held;UN-CTS/WPB-ICPR;2005;;;;;1;;0;;
Asia;Central Asia;Kyrgyzstan;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;15127;1;;0;15127;21584
Asia;Central Asia;Turkmenistan;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;10953;1;;0;10953;12882
Asia;Eastern Asia;China, Hong Kong SAR;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;11640;1;;0;11640;11918
Asia;Eastern Asia;China, Macao SAR;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;;1;;0;;
Asia;Eastern Asia;Japan;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;81255;1;;0;81255;79375
Asia;South-eastern Asia;Brunei Darussalam;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;522;1;;0;522;366
Asia;South-eastern Asia;Indonesia;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;;1;;0;;
Asia;South-eastern Asia;Philippines;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;91200;1;;0;91200;19156
Asia;South-eastern Asia;Thailand;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;151586;1;;0;151586;211992
Asia;Southern Asia;India;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;373271;1;;0;373271;263911
Asia;Southern Asia;Sri Lanka;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;;1;;0;;
Asia;Western Asia;Bahrain;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;522;1;;0;522;886
Asia;Western Asia;Georgia;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;15464;1;;0;15464;11990
Asia;Western Asia;Israel;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;20617;1;;0;20617;21144
Asia;Western Asia;Jordan;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;6166;1;;0;6166;7333
Asia;Western Asia;Lebanon;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;6101;1;;0;6101;3935
Asia;Western Asia;State of Palestine;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;;1;;0;;
Asia;Western Asia;Yemen;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;;1;;0;;
Asia;Central Asia;Kyrgyzstan;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;14408;1;;0;14408;15178
Asia;Central Asia;Turkmenistan;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;;1;;0;;
Asia;Eastern Asia;China, Hong Kong SAR;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;11220;1;;0;11220;11458
Asia;Eastern Asia;China, Macao SAR;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;;1;;0;;
Asia;Eastern Asia;Japan;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;79809;1;;0;79809;85214
Asia;South-eastern Asia;Brunei Darussalam;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;;1;;0;;
Asia;South-eastern Asia;Indonesia;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;;1;;0;;
Asia;South-eastern Asia;Philippines;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;;1;;0;;17032
Asia;South-eastern Asia;Thailand;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;;1;;0;;
Asia;Southern Asia;India;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;376396;1;;0;376396;277304
Asia;Southern Asia;Sri Lanka;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;;1;;0;;
Asia;Western Asia;Bahrain;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;;1;;0;;
Asia;Western Asia;Georgia;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;;1;;0;;
Asia;Western Asia;Israel;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;21949;1;;0;21949;24286
Asia;Western Asia;Jordan;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;6633;1;;0;6633;7333
Asia;Western Asia;Lebanon;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;;1;;0;;
Asia;Western Asia;State of Palestine;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;;1;;0;;750
Asia;Western Asia;Yemen;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;;1;;0;;
Asia;Central Asia;Kyrgyzstan;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;9607;1;;0;9607;15178
Asia;Central Asia;Turkmenistan;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;;1;;0;;
Asia;Eastern Asia;China, Hong Kong SAR;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;10738;1;;0;10738;11461
Asia;Eastern Asia;China, Macao SAR;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;912;1;;0;912;1253
Asia;Eastern Asia;Japan;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;76881;1;;0;76881;87754
Asia;South-eastern Asia;Brunei Darussalam;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;;1;;0;;
Asia;South-eastern Asia;Indonesia;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;;1;;0;;
Asia;South-eastern Asia;Philippines;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;;1;;0;;
Asia;South-eastern Asia;Thailand;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;;1;;0;;
Asia;Southern Asia;India;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;384753;1;;0;384753;297777
Asia;Southern Asia;Sri Lanka;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;;1;;0;;
Asia;Western Asia;Bahrain;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;;1;;0;;
Asia;Western Asia;Georgia;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;;1;;0;;
Asia;Western Asia;Israel;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;21905;1;;0;21905;24269
Asia;Western Asia;Jordan;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;7077;1;;0;7077;7356
Asia;Western Asia;Lebanon;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;4686;1;;0;4686;2540
Asia;Western Asia;State of Palestine;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;;1;;0;;750
Asia;Western Asia;Yemen;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;;1;;0;;
Asia;Central Asia;Kyrgyzstan;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;;1;;0;;
Asia;Central Asia;Turkmenistan;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;;1;;0;;
Asia;Eastern Asia;China, Hong Kong SAR;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;10118;1;;0;10118;11540
Asia;Eastern Asia;China, Macao SAR;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;930;1;;0;930;1297
Asia;Eastern Asia;Japan;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;75250;1;;0;75250;90354
Asia;South-eastern Asia;Brunei Darussalam;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;;1;;0;;
Asia;South-eastern Asia;Indonesia;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;;1;;0;;
Asia;South-eastern Asia;Philippines;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;;1;;0;;
Asia;South-eastern Asia;Thailand;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;213094;1;;0;213094;109430
Asia;Southern Asia;India;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;376969;1;;0;376969;307052
Asia;Southern Asia;Sri Lanka;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;;1;;0;;
Asia;Western Asia;Bahrain;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;;1;;0;;
Asia;Western Asia;Georgia;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;;1;;0;;
Asia;Western Asia;Israel;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;;1;;0;;
Asia;Western Asia;Jordan;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;7206;1;;0;7206;8124
Asia;Western Asia;Lebanon;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;4901;1;;0;4901;2540
Asia;Western Asia;State of Palestine;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;;1;;0;;750
Asia;Western Asia;Yemen;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;6894;1;;0;6894;11313
Asia;Central Asia;Kyrgyzstan;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;;1;;0;;
Asia;Central Asia;Turkmenistan;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;;1;;0;;
Asia;Eastern Asia;China, Hong Kong SAR;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;10159;1;;0;10159;11497
Asia;Eastern Asia;China, Macao SAR;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;929;1;;0;929;1341
Asia;Eastern Asia;Japan;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;72975;1;;0;72975;90182
Asia;South-eastern Asia;Brunei Darussalam;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;;1;;0;;
Asia;South-eastern Asia;Indonesia;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;;1;;0;;
Asia;South-eastern Asia;Philippines;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;;1;;0;;
Asia;South-eastern Asia;Thailand;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;;1;;0;;
Asia;Southern Asia;India;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;368998;1;;0;368998;320450
Asia;Southern Asia;Sri Lanka;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;;1;;0;;
Asia;Western Asia;Bahrain;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;;1;;0;;
Asia;Western Asia;Georgia;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;23684;1;;0;23684;24720
Asia;Western Asia;Israel;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;20191;1;;0;20191;23227
Asia;Western Asia;Jordan;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;8434;1;;0;8434;9042
Asia;Western Asia;Lebanon;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;5060;1;;0;5060;2540
Asia;Western Asia;State of Palestine;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;;1;;0;;750
Asia;Western Asia;Yemen;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;;1;;0;;
Asia;Central Asia;Kyrgyzstan;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;;1;;0;;
Asia;Central Asia;Turkmenistan;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;;1;;0;;
Asia;Eastern Asia;China, Hong Kong SAR;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;9294;1;;0;9294;11532
Asia;Eastern Asia;China, Macao SAR;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;1030;1;;0;1030;1341
Asia;Eastern Asia;Japan;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;69876;1;;0;69876;90696
Asia;South-eastern Asia;Brunei Darussalam;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;;1;;0;;
Asia;South-eastern Asia;Indonesia;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;;1;;0;;
Asia;South-eastern Asia;Philippines;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;100590;1;;0;100590;33862
Asia;South-eastern Asia;Thailand;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;;1;;0;;
Asia;Southern Asia;India;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;372926;1;;0;372926;332782
Asia;Southern Asia;Sri Lanka;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;;1;;0;;
Asia;Western Asia;Bahrain;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;;1;;0;;
Asia;Western Asia;Georgia;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;24114;1;;0;24114;24650
Asia;Western Asia;Israel;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;18967;1;;0;18967;22462
Asia;Western Asia;Jordan;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;6262;1;;0;6262;9709
Asia;Western Asia;Lebanon;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;5169;1;;0;5169;2540
Asia;Western Asia;State of Palestine;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;;1;;0;;732
Asia;Western Asia;Yemen;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;;1;;0;;
Asia;Central Asia;Kyrgyzstan;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;;1;;0;;
Asia;Central Asia;Turkmenistan;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;;1;;0;;
Asia;Eastern Asia;China, Hong Kong SAR;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;9468;1;;0;9468;11916
Asia;Eastern Asia;China, Macao SAR;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;1112;1;;0;1112;1341
Asia;Eastern Asia;Japan;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;67008;1;;0;67008;90531
Asia;South-eastern Asia;Brunei Darussalam;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;;1;;0;;
Asia;South-eastern Asia;Indonesia;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;156446;1;;0;156446;102270
Asia;South-eastern Asia;Philippines;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;106623;1;;0;106623;34144
Asia;South-eastern Asia;Thailand;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;;1;;0;;
Asia;Southern Asia;India;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;385135;1;;0;385135;343169
Asia;Southern Asia;Sri Lanka;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;23215;1;;0;23215;11762
Asia;Western Asia;Bahrain;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;;1;;0;;
Asia;Western Asia;Georgia;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;19349;1;;0;19349;25354
Asia;Western Asia;Israel;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;20291;1;;0;20291;21823
Asia;Western Asia;Jordan;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;7714;1;;0;7714;9420
Asia;Western Asia;Lebanon;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;5060;1;;0;5060;2570
Asia;Western Asia;State of Palestine;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;;1;;0;;930
Asia;Western Asia;Yemen;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;;1;;0;;
Asia;Central Asia;Kyrgyzstan;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;;1;;0;;
Asia;Central Asia;Turkmenistan;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;;1;;0;;
Asia;Eastern Asia;China, Hong Kong SAR;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;9192;1;;0;9192;11916
Asia;Eastern Asia;China, Macao SAR;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;1154;1;;0;1154;1404
Asia;Eastern Asia;Japan;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;62971;1;;0;62971;90531
Asia;South-eastern Asia;Brunei Darussalam;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;;1;;0;;
Asia;South-eastern Asia;Indonesia;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;160061;1;;0;160061;106797
Asia;South-eastern Asia;Philippines;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;;1;;0;;
Asia;South-eastern Asia;Thailand;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;;1;;0;;
Asia;Southern Asia;India;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;411992;1;;0;411992;347859
Asia;Southern Asia;Sri Lanka;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;;1;;0;;
Asia;Western Asia;Bahrain;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;;1;;0;;
Asia;Western Asia;Georgia;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;9093;1;;0;9093;23342
Asia;Western Asia;Israel;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;18610;1;;0;18610;24605
Asia;Western Asia;Jordan;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;;1;;0;;
Asia;Western Asia;Lebanon;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;5393;1;;0;5393;2625
Asia;Western Asia;State of Palestine;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;;1;;0;;
Asia;Western Asia;Yemen;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;;1;;0;;
Asia;Central Asia;Kyrgyzstan;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;;1;;0;;
Asia;Central Asia;Turkmenistan;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;;1;;0;;
Asia;Eastern Asia;China, Hong Kong SAR;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;;1;;0;;
Asia;Eastern Asia;China, Macao SAR;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;1205;1;;0;1205;1547
Asia;Eastern Asia;Japan;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;60486;1;;0;60486;90146
